"Typenbezeichnung","count","Hersteller"
"E-701 E4",5,1586
"E-82 E-2",5,1586
"E-82 E2 2.3 MW",5,1586
"E-82 E4 TES",5,1586
"E-82-E2",5,1586
"E-92 2.35MW",5,1586
"E-92 FACS 2.0",5,1586
"E101 FT/FTS",5,1586
"E138 EP2 E2",5,1586
"E17",5,1586
"E40/500",5,1586
"E40/6.44-78NH",5,1586
"E40/600",5,1586
"E58/10.58",5,1586
"E66/15.66",5,1586
"E661870",5,1586
"E82 E4",5,1586
"EAZ-Zwölf",5,2554
"ENERCON E-40/6.44",5,1586
"EW 1,5 sl",5,1597
"Enercon E-126 EP3 MST",5,1586
"Enercon E101",5,1586
"Enercon E53/52.9/800",5,1586
"Enercon E53/800-73",5,1586
"Enercon-66/18.70",5,1586
"FWT 2500",5,1595
"G 97",5,1596
"G80 DA 2MW",5,1596
"GE 1,5",5,1597
"GE 1,5",5,2873
"GE 1,5s",5,2884
"GE 1,5s / 1,5 MW",5,1597
"GE 1.5s",5,1598
"GE 2,5-120",5,2873
"GE 2.5 - 120",5,1597
"GE 2.5xl/100/2500",5,1598
"GE 2.75-103",5,1597
"GE 2.85 - 103",5,1597
"GE 3.2 - 130",5,1597
"GE Wind 1.5s",5,1597
"GE Wind 2.75",5,1597
"GE120-2.75MW",5,1598
"GE2.5",5,1597
"GEWE 1,5sl",5,1598
"HSW1000",5,2887
"MM-92",5,2888
"MM70",5,2888
"MM92 Evolution",5,1645
"MM92 NH100",5,2888
"Micon (MITA WP30000), 1,00MW, 70m",5,1625
"N 149 5.X",5,1627
"N-117 2.4 MW",5,1627
"N117/3.6",5,1628
"N149/4.0-4.5",5,1628
"N149/4.0-4.5 TS125-01",5,1627
"N149/4500",5,1628
"N149/5.X Delta4000",5,1627
"N90/2500 LS",5,1628
"NEG Micon NM 52 / 900",5,1625
"NEG Micon NM 82-1500",5,1625
"NM 1800-600",5,1625
"NM 60-1000",5,1625
"NM 72",5,1625
"NM 72-1.5",5,1625
"NM1500C/64",5,1625
"NM60",5,1625
"NM64C/1500",5,1625
"NM82-1500",5,1625
"NTK 1500-64",5,2891
"Nordex N-43",5,1628
"Nordex N-80 R60",5,1627
"Nordex N100/2500",5,1627
"Nordex N117 2400kW PH141",5,1627
"Nordex N117/ 2400",5,1627
"Nordex N117/2400 PH141",5,1627
"Nordex N117/2400-SEG-SDL-N",5,1627
"Nordex N131 3.3",5,1628
"Nordex N149-5,7 MW STE",5,1628
"REpower MD92",5,1645
"Repower 3.4M104",5,2888
"Repower MD77, 1,5 MW",5,1645
"S77 / 1500 kW",5,1627
"SG 6.6-155",5,1646
"SL 1,5",5,1597
"SWT 3.0 113",5,1646
"SWT DD 142",5,1646
"SWT-2.3-DD-113",5,1646
"SWT-3.0113/92,5",5,1646
"SWT-DD-142",5,1646
"Senvion 3.2M",5,1645
"Senvion MM82",5,1645
"Siemens SWT 3,6-107",5,1646
"SkyWind NG",5,2902
"TN535",5,1655
"TW300",5,1654
"Tacke TW 500",5,1654
"Tacke TW 600",5,2884
"V 112 3,3 MW",5,1660
"V 126-3.6 MW",5,1660
"V 39",5,1660
"V 42",5,1660
"V 44-600kW",5,1660
"V-126",5,1657
"V-126 3,3/3,45",5,1660
"V-126 3.3 MW",5,1660
"V-126-3,45",5,1660
"V112 - 3,3 MW",5,1660
"V112 - 3.0 MW",5,1660
"V112-3MW",5,1660
"V117-3.3/3.45 MW BWC",5,1660
"V117-3.3/3.45MWBWC",5,1660
"V126 3,45",5,1660
"V126 3.45MW",5,1660
"V150 4.2MW NH 125m",5,1660
"V52-850kW",5,1660
"V66-1,65 MW Opti Speed",5,2554
"V66-1750",5,1660
"V77",5,1657
"V80 Optispeed",5,1660
"V80 VCS 2,0",5,1660
"V90 2 MW",5,1660
"V90-VCS-2.0MW-690V",5,1660
"VE 112",5,1657
"VENSYS 77",5,1657
"Vensys 100",5,1657
"Vestas V150-4.2MW",5,1660
"Vestas V150-5,6 MW, 166m NH",5,1660
"Vestas V162",5,1660
"Vestas V44/600",5,1660
"Vestas V52 VCS",5,1660
"Vestas V66 1,65 MW",5,1660
"Vestas V80 - 2,0 MW",5,1660
"Vestas V80 - 2,0 MW VCS",5,1660
"Vestas V90 2MW",5,1660
"Vestas V90 Gridstreamer",5,1660
"Vestas V90-2.0MW",5,1660
"WindWorld 4200",5,2554
"eno 114-3.5",5,1587
"eno114 3,5 MW",5,1587
"eno126",5,1587
"1,3MW",4,2889
"1,5 sl",4,2873
"1.3MW/62",4,1577
"120-3000",4,1657
"2,3",4,1597
"2.85-103",4,2873
"3,4 M 104",4,1645
"3.2-130-110",4,1597
"3.4-137",4,1597
"3.4M 114",4,1645
"3.4M-104",4,2888
"3.4M114 NH143",4,1645
"600/44-3",4,1646
"600kW/44-3",4,1646
"600kw/44 MK 3",4,2889
"A3000",4,1575
"AN 150/30",4,1577
"AN 2,0 2MW/ 76 WTC",4,1646
"AN BONUS 1,3 MW / 62",4,1646
"AN BONUS 2,3 MW/82",4,2889
"AN Bonus 1,3 MW/62",4,2554
"AN Bonus 1000/54",4,1001671
"AN Bonus 2,0 MW/76",4,2889
"AN Bonus 600kW/44-2",4,1577
"AN-Bonus-600-44",4,1577
"Aircon 10",4,1615
"Aircon 10S",4,1615
"Antaris 3,5",4,1582
"Astos 100",4,1593
"B1500 csl",4,1597
"Bonus 600/44",4,2890
"Bonus AN 1,3 MW/68",4,1646
"D 4",4,1584
"D-4",4,1584
"D4 48/600",4,1584
"D4-600",4,1584
"E 115 EP3",4,1586
"E 160 EP5 E1",4,1586
"E 53 800 kW",4,1586
"E 58/10.58",4,1586
"E 66 20.70",4,1586
"E-40 /6.44/ E2",4,1586
"E-40/05.40",4,1586
"E-40/500 kW",4,1586
"E-40/6 - 600KW",4,1586
"E-48 800",4,1586
"E-66/18.7",4,1586
"E-70 E4 - 3",4,1586
"E-70 E4 2.3",4,1586
"E-70 E4 FT",4,1586
"E-70, E4",4,1586
"E-82 2.3 MW",4,1586
"E-82 E 2",4,1586
"E-82 E2-2.3MW",4,1586
"E-82E2/2.3MW",4,1586
"E-92 2,35 MW",4,1586
"E-92 2,35MW",4,1586
"E-92 E2",4,1586
"E115 EP3 E3",4,1586
"E32",4,1586
"E40-500kW",4,1586
"E44/6",4,1586
"E44/600 kW",4,1586
"E58 10.58",4,1586
"E66/18.70-2",4,1586
"E82 E2/BF/107/23/01",4,1586
"E82-FT",4,1586
"ENERCON E 115 EP2",4,1586
"Enercon E 82/E2",4,1586
"Enercon E-115 EP3 E3",4,1586
"Enercon E-115 FT",4,1586
"Enercon E-115/BF/147/31/02",4,1586
"Enercon E-17 80 kW",4,1586
"Enercon E-66 / 18.70",4,1586
"Enercon E-82 E2 2,3",4,1586
"Enercon E138  EP3 E2",4,1586
"Enercon E138 EP3 E2/138.2",4,1586
"Enercon E141 EP4/141/4200",4,1586
"Enercon E40/6.44",4,1586
"Enercon E48",4,1586
"Enercon E92/92/2350",4,1586
"Enron TW 1.5 SL",4,2884
"FL 77",4,1593
"FRISIA 48/750 kW",4,1592
"Frisia F56",4,1592
"G-52",4,1596
"G-58",4,1596
"G128 4,5 MW",4,1596
"GE - 2.5 MW",4,1597
"GE - 2.75 MW, 139m",4,1598
"GE 1,5 SL",4,2873
"GE 1.5 sl",4,1598
"GE 2.5-120",4,2873
"GE 2.75-120 Hybridturm 139m",4,1597
"GE 2.75-120/120/2780",4,1598
"GE Wind 2.75-120",4,1597
"GE Wind Energy 1,5 sL",4,1597
"GE Wind Energy 1,5S",4,2873
"GE-1,5sl",4,1597
"GE1.5s",4,2554
"GE2.3/94",4,1597
"GET 41",4,2554
"GEWE K600",4,1654
"Ge 2,75-120, NL von je 2,78 MW",4,1597
"HSW 1000/57",4,NULL
"M1500-600/150",4,1625
"MD 70",4,2886
"MD70",4,1593
"MM 82",4,2554
"N 117",4,1628
"N 131",4,1628
"N 149/ 4.500",4,1627
"N-117",4,1628
"N-117 Gamma",4,1627
"N-54",4,1628
"N117/3,0MW auf 141 m NH",4,1627
"N117/3000",4,1628
"N117/3000 Delta",4,1627
"N117/3600 Delta",4,1628
"N117/3600 STE",4,1627
"N131 /3,0 MW",4,1627
"N131-3000",4,1627
"N131/3600 IEC S",4,1627
"N133/4.8 STE",4,1627
"N133/4800 STE",4,1627
"N29/250 G50",4,1628
"N62/1300",4,1627
"NEG Micon 900 kW",4,1625
"NEG Micon NM 48/750",4,1625
"NM 1000-250/60",4,1625
"NM 60",4,1625
"NM 64c / 1500",4,1625
"NM 82 - 1,5 MW-93,6 mNH",4,1625
"NM1500/72c",4,1625
"NM48/600",4,1625
"NM60-1000",4,1625
"NM600/48",4,1625
"NM72c/2000",4,1625
"NTK 300/31",4,2891
"NTK 500/41",4,2891
"NTK 600-180/43",4,2891
"NTK600",4,1625
"NX 117-3.0",4,1627
"Nordex N-117",4,1627
"Nordex N117/2.4",4,1627
"Nordex N117/2400-CVT/RP-SDL-N",4,1628
"Nordex N117/3600",4,1627
"Nordex N131/3600 TS99",4,1628
"Nordex N149-5.7 MW",4,1627
"Nordex N149/4.0-4.5",4,1627
"Nordex N29 - 250 kW",4,1627
"Nordex N43",4,1627
"Nordex N60",4,1627
"REpower 5M",4,2888
"Repower MM 92 Evolution",4,1645
"S-70",4,1627
"SE 3.4M 104",4,1645
"SWT-2.3MW-113 DD",4,1646
"SWT-3.0-101",4,1646
"Senvion 3.2 MW",4,1645
"Senvion MD 77-1500 KW",4,1645
"Senvion MM 100",4,1645
"Senvion MM92",4,1645
"Skywind NG",4,2902
"Südwind S70",4,1652
"TW 1,5 s",4,1597
"TW 1.5",4,1654
"TW 500",4,1654
"Tacke TW 250",4,1654
"Tacke TW 600a",4,1654
"V 47-660/200 kW",4,1660
"V 82",4,1660
"V-112 3.3",4,1660
"V-112 NH 140",4,1660
"V-39",4,1660
"V-44",4,1660
"V-47-660kW",4,1660
"V-82",4,1660
"V-90 2.0 MW",4,1660
"V100",4,1660
"V112 3,3 MW",4,1660
"V112-3.3MW MK2C",4,1660
"V112-3.45 MW (mit Stahlrohrturm)",4,1660
"V120",4,1657
"V126-3,45 MW",4,1660
"V126-3.3 MW",4,1660
"V126-3.3/3.45 MW BWC",4,1660
"V126-3.45MW",4,1660
"V136 3,6",4,1660
"V136 4,2",4,1660
"V136, 4,2 MW, 112m NH",4,1660
"V136-4,2",4,1660
"V136-4.0/4.2MW STE",4,1660
"V150 4.2MW NH 145m",4,1660
"V150-4,2 MW",4,1660
"V150-4.0/4.2",4,1660
"V150-4.2",4,1660
"V150-4.2MW",4,1660
"V150-5.6 MW",4,1660
"V162-5.6",4,1660
"V162-5.6/6.0 MW STE",4,1660
"V162-6.0MW",4,1660
"V27-225 KW",4,1660
"V39/500",4,1660
"V44-600",4,1660
"V44-600 kW",4,1660
"V47 76mNH",4,1660
"V47/660",4,1660
"V52 850kW",4,1660
"V52-850 kW",4,1660
"V52-850 kW VCS auf Rohrturm",4,1660
"V66-1.65",4,1660
"V90 2MW MK3",4,1660
"V90 MK8 Gridstreamer [125m]",4,1660
"V90-2MW Gridstreamer",4,1660
"V90-3.0MW",4,1660
"V90-Mk3",4,1660
"V90-VCS-2.0MW-50Hz",4,1660
"V90/2,0 MW",4,1660
"VENSYS 100",4,1657
"VS112",4,1657
"Vensys 115-4,1 MW",4,1657
"Vestas V 112",4,1660
"Vestas V 90 MK8",4,1660
"Vestas V-150-4.2MW",4,1660
"Vestas V112 3,3 MW",4,1660
"Vestas V112/112/3300",4,1660
"Vestas V117 3.3 MW",4,1660
"Vestas V126 - 3,3 MW",4,1660
"Vestas V126 - 3,45MW",4,1660
"Vestas V136/136/3600",4,1660
"Vestas V90  (MK5)",4,1660
"W-4200 / 600 kW",4,2892
"Wind 1,5s - 65m NH",4,1654
"Wind World",4,2892
"Windspot 3.5",4,2876
"e.n.o. 92",4,1587
"eno114 - 4,0MW",4,1587
"eno126 - 4,0 MW",4,1587
"eno126 - 4,0MW",4,1587
"1,3MW",3,1577
"1,5",3,1654
"1,5 sl",3,2884
"1.0MW",3,2554
"1.0MW/54",3,1577
"1MW/54",3,2889
"20/110",3,1644
"3,2 M",3,1645
"3,4M114",3,1645
"3.2 M",3,1645
"3.2M114 VG",3,1645
"3.2M114/3.2MW/143",3,1645
"3.2M114NES NH93",3,1645
"3.2XM 122NES",3,1645
"3.2XM-NES",3,1645
"3.4 M114",3,1645
"3.4M104 DFIG",3,1645
"3.6M140 EBC",3,1645
"43/600",3,1645
"43/600",3,2885
"5M",3,1645
"6 M",3,1645
"600 kW/41",3,1577
"600/41",3,NULL
"750/48",3,1625
"77/1500",3,1657
"AN 1,3 MW",3,2889
"AN 1.3MW/62 h WTC",3,2890
"AN BONUS 1 MW/54",3,2889
"AN BONUS 1,0 MW/54",3,2889
"AN Bonus 2.0 MW 76",3,1577
"AN Bonus 2300",3,1646
"AN Bonus 600KW/44",3,1577
"AN Bonus 600kW/41",3,2889
"AN Bonus 62",3,2890
"AN-Bonus 1,3 MW/62",3,2889
"AN-Bonus 450/37",3,1646
"AN1300",3,1646
"ANBONUS1,3MW/62",3,2890
"Aircon 30",3,1615
"Antaris 2,5 kW",3,1582
"Antaris 6,5",3,1582
"BTPS 6500",3,1602
"BWU 48/600",3,1645
"Black 600",3,2554
"D 48",3,1584
"D wind D4",3,1584
"D4-48/48/600",3,1584
"D6 1,0 MW",3,1584
"D6 1250 kW",3,1584
"DeWind D6-1000/62/1000",3,1584
"Delta 4000 N149",3,1627
"E - 126",3,1586
"E 138 EP3 E2",3,1586
"E 40 / 5.40",3,1586
"E 40 500kW",3,1586
"E 40-6.44",3,1586
"E 53 (wistec)",3,1586
"E 66 15.66",3,1586
"E 70 / E4",3,1586
"E 82-E2",3,1586
"E-101 3 MW",3,1586
"E-115 EP E3",3,1586
"E-115 TES 3MW",3,1586
"E-115 mit TES",3,1586
"E-160 EP5 E1",3,1586
"E-40 (0,5MW)",3,1586
"E-40 5.40",3,1586
"E-40/5",3,1586
"E-40/6",3,1586
"E-53/S/72/3K/03",3,1586
"E-66 / 20.70",3,1586
"E-70 (2,3MW)",3,1586
"E-70 E4",3,2554
"E-70 E4 - 2.3MW",3,1586
"E-70 E4 FT 02",3,1586
"E-70-4",3,1586
"E-70E4",3,1586
"E-82 E2 - 2.3MW",3,1586
"E-82 E2 2.3MW",3,1586
"E-82 TQ 02",3,1586
"E-82/E2 TES",3,1586
"E112",3,1586
"E115 EP3 E3/4200kW TES",3,1586
"E141 EP4",3,1586
"E147 EP5 E2",3,1586
"E40  6.44",3,1586
"E40-500",3,1586
"E40-600",3,1586
"E44.6",3,1586
"E66 15.66",3,1586
"E70/4",3,1586
"E82 E4 TES",3,1586
"E82-2.3-108",3,1586
"E82-E4",3,1586
"E82/2000",3,1586
"EAZ-12",3,2554
"EN-Drive 2000.2",3,1634
"ENERCON E-40 / 6.44",3,1586
"ENERCON E-66/18.70",3,1586
"Easy Wind 6AC",3,1585
"EasyWind 6",3,1585
"Easywind",3,1585
"Enercon E 48",3,1586
"Enercon E-115 3.0",3,1586
"Enercon E-160 EP5 E2",3,1586
"Enercon E-40/6.44 E2",3,1586
"Enercon E-82/E2",3,1586
"Enercon E53/800 73",3,1586
"Enercon E70/E4",3,1586
"Enercon E82 2 MW",3,1586
"Enercon-40",3,1586
"Energy 1,5 sl",3,1597
"Enron TW 1.5 SL",3,1597
"Enron Wind 1.5sl",3,1597
"F-56",3,1592
"FL 250",3,1593
"FL-MD77/77/1500",3,1593
"Falcon 40",3,2554
"G87",3,1596
"GE - 1,5 sl",3,1597
"GE 1,5sl",3,2884
"GE 1.5 SL",3,1597
"GE 2,75",3,1598
"GE 2.5",3,1597
"GE 2.5-120 DFIG",3,2873
"GE 2.5-120, 2,53 MW, 139 m Nh",3,1597
"GE 2.75 – 120",3,2873
"GE 2.75-120/120/2780",3,1597
"GE 4.8-158",3,2873
"GE Wind Energy 1.5s",3,1597
"GE-2,85-103",3,1597
"GE-2.5-120",3,1597
"GEWE 1,5 sl",3,1597
"Heywind 3,5",3,1601
"Heywind 5 KW",3,1601
"Heywind 6.0",3,1601
"JE48/600",3,2885
"LW50/750-74,5",3,1614
"M1500 600/43",3,1625
"M570 200/40",3,1625
"MD-70",3,1593
"MD70",3,2886
"MM 92",3,2888
"MM 92-2.05",3,1645
"MM82 2050kW",3,2888
"MM82/2000",3,1645
"MULTIBRID M5000",3,1572
"Micon 750",3,1625
"Micon M1500",3,1625
"N 117/ 2400",3,1627
"N 117/2400",3,1628
"N 117/2400/PH 141",3,1627
"N 131-3300",3,1627
"N 149 - 5,7 MW",3,1627
"N 149 4.5",3,1627
"N 149-5.X",3,1628
"N-131",3,1627
"N-131",3,1628
"N117/3600",3,1628
"N117/3600 kW /PH141",3,1627
"N117PH141",3,1628
"N131/3000/PH134",3,1627
"N131/3600",3,1628
"N133/4.8 TS125",3,1627
"N149 5.X",3,1627
"N149 Delta4000",3,1627
"N149/ 4.0-4.5",3,1627
"N149/4.0-4.5 NH125m",3,1627
"N149/4.0-4.5 TCS164",3,1627
"N149/4.0-4.5NH164",3,1627
"N149/4.5 TS125",3,1627
"N149/5.7",3,1627
"N149/5.X",3,1628
"N149/5.x",3,1627
"N149/5700",3,1628
"N163/5.X TS118",3,1628
"N29",3,1628
"N29/250",3,1627
"N29/250",3,1628
"N43-600",3,1627
"N50",3,1627
"N52",3,1627
"N60/1300",3,1628
"N77",3,1627
"NEG Micon NM 52/900",3,1625
"NEG Micon NM 60/1000",3,1625
"NEG Micon NM 900/52",3,1625
"NEG Micon NM48",3,1625
"NM 52-0.9",3,1625
"NM 64C/1500",3,1660
"NM 82 EVOII",3,1645
"NM 900-52",3,1625
"NM 900/52",3,1625
"NM1000",3,1625
"NM1000/60",3,1625
"NM150",3,1625
"NM82c",3,1625
"NTK 1500",3,2891
"NTK 300/31",3,1625
"NTK 500/37",3,2891
"NTK 500/41",3,1625
"NTK 500/41",3,2554
"NTK 500/41/50",3,2891
"NTK600-180/43",3,1625
"Nordex 150 KW",3,1627
"Nordex Delta 4000 N149/4.0-4.5",3,1628
"Nordex N100",3,1627
"Nordex N100 / 2500 IEC3A",3,1627
"Nordex N117 / 2400",3,1627
"Nordex N117/3000",3,1628
"Nordex N131/3000",3,1627
"Nordex N131/3900",3,1628
"Nordex N149",3,1627
"Nordex N149 4,0-4,5",3,1627
"Nordex N163/5.X Delta4000",3,1627
"REpower MD77",3,2888
"Repower 3,2M114",3,2554
"SG 6.6-155",3,1001679
"STW-2.3-93 VS",3,2890
"SWT 2,3 -93 VS",3,1646
"SWT 3.0 - 113",3,1646
"SWT 3.6",3,1646
"SWT-2.3-101",3,1646
"SWT-3.2-113 /3.200kW",3,1646
"SWT-3.6-107",3,1646
"Senvion 3.4M",3,1645
"Senvion 3.4M114",3,1645
"Senvion 43/600",3,1645
"Senvion 48/600",3,1645
"Senvion MM100",3,1645
"Senvion MM82/82/2050",3,1645
"Siemens Gamesa G 114 2,0 MW IIA",3,1596
"Siemens Gamesa SG 6.0-155",3,2554
"Siemens SG-5.0-132",3,1001679
"TW 600 e",3,1654
"TW 600a",3,2884
"TW250",3,1654
"TW60",3,1654
"Tacke TW 600-e",3,1654
"Tacke TW 600e",3,1654
"Typ ENERCON-40/6.44",3,1586
"V 126 - 3.3",3,1660
"V 126-3.45",3,1660
"V 39/500 kW",3,1660
"V 80 - 2.0MW / Mode 105.1 dB",3,1660
"V 90 - 2,0 MW",3,1660
"V 90 MK 5",3,1660
"V 90 MK8",3,1660
"V 90-2MW",3,1660
"V-162",3,1660
"V-47",3,1660
"V-52",3,2554
"V-90/2.0/95m",3,1660
"V112",3,1657
"V112 - 3MW Mk. 1B",3,1660
"V112 3.3 MW",3,1660
"V112/3450",3,1660
"V117-3,45MW",3,1660
"V126 - 3,6MW",3,1660
"V126 - 3.45",3,1660
"V126 3,45 MW",3,1660
"V126 3,45MW NH 137m",3,1660
"V126-3,45 HTq",3,1660
"V126-3.3/3.45MW BWC",3,1660
"V136 - 3,45/3,60 MW",3,1660
"V136 3,45MW",3,1660
"V136-4.0/4.2MW",3,1660
"V162-5.6/6.0MW STE",3,1660
"V162-5.6MW",3,1660
"V27/225",3,1660
"V47-660/200 kW",3,1660
"V63",3,1660
"V66",3,2554
"V66-1,75 MW VCS",3,1660
"V80",3,2554
"V80-2.0 MW / Mode 105.1dB",3,1660
"V80-2.0MW/Mode 105.1 dB",3,1660
"V80/2MW",3,1660
"V90 - 2 MW",3,1660
"V90 - 2MW MK8 Gridstreamer",3,1660
"V90 MK2 Gridstreamer",3,1660
"V90 MK7",3,1660
"V90-2.0",3,1660
"V90-2.0 MW Gridstreamer",3,1660
"V90-2000",3,1660
"V90-Gridstreamer",3,1660
"V90-VCS-2,0MW-690V-50Hz",3,1660
"VESTAS V126 - 3,6 MW STE",3,1660
"VESTAS V80",3,1660
"VESTAS V90",3,1660
"VESTAS V90/2.0 MW",3,1660
"Vensys 115",3,1657
"Vensys 120 3.0",3,1657
"Vestas Typ V150-5,6 MW",3,1660
"Vestas V 126/3.45",3,1660
"Vestas V 80",3,1660
"Vestas V-126",3,1660
"Vestas V112-3.0",3,1660
"Vestas V112-3.0MW",3,1660
"Vestas V112-3.3 MW MK2C",3,1660
"Vestas V126/3.3",3,1660
"Vestas V150-4,2 MW",3,1660
"Vestas V66 1650",3,1660
"VestasV47",3,1660
"WTN 200 / 26",3,1666
"WW4100",3,2892
"eno 126-3.5",3,1587
"eno 126-4.0",3,1587
"eno126 - 3,5 MW",3,1587
"eno126 - 3,5MW",3,1587
"eno126 - 3.5MW",3,1587
"eno82",3,1587
"eno92 - 2.0MW",3,1587
"v90",3,1660
"ww40/600",3,2554
"1,3 MW/62",2,2890
"1,3MW/62",2,1646
"1,5 sle",2,1597
"1,5SL",2,1597
"1,5sl",2,2554
"1,5sl",2,2873
"1.5 sl",2,2873
"10",2,1615
"110",2,1644
"150/30",2,2889
"18/80",2,1614
"2.3",2,1597
"2000.2",2,1634
"2000.2",2,2554
"2MW/76",2,1646
"3,2M 114",2,1645
"3,2M11VG",2,1645
"3,4 XM 104",2,1645
"3,4M",2,1645
"3.2M 114",2,2888
"3.2M114 DFIG",2,2888
"3.2M114NES NH 93",2,1645
"3.2M114VG",2,1645
"3.4M",2,2888
"3.4M 104",2,2554
"3.4M114NES",2,1645
"3.4XM104",2,1645
"3.OM",2,1645
"3XM",2,1645
"4100",2,2892
"43/500",2,2554
"48/600",2,2885
"52/900",2,1625
"57/1000",2,2887
"A/S M 1500/600",2,1625
"AN 1,3 MW / 62 h",2,1577
"AN 2.0MW/76",2,1646
"AN BONUS 150 kW/30",2,2889
"AN BONUS 2,0 MW/76",2,2889
"AN BONUS 2,3 MW/82 VS",2,2890
"AN BONUS 2MW/76A",2,1646
"AN BONUS 450 kW/37",2,2889
"AN BONUS 600 kW 44m",2,2889
"AN BONUS 600 kW/41",2,2889
"AN BONUS 600 kW/44-2c",2,1577
"AN BONUS 600KW/41",2,2889
"AN BONUS 600kW 44-3",2,1577
"AN BONUS 600kW/44-3",2,2889
"AN Bonus 1,0MW",2,1646
"AN Bonus 1,3 MW",2,1646
"AN Bonus 1,3 MW/63",2,2889
"AN Bonus 1000/54",2,1577
"AN Bonus 1300/68",2,2889
"AN Bonus 150/30",2,1577
"AN Bonus 1MW/54",2,2890
"AN Bonus 2,3 MW/82-CS",2,2889
"AN Bonus 2,3MW",2,1646
"AN Bonus 2,3MW/82",2,1646
"AN Bonus 2.0 MW NH 76",2,1577
"AN Bonus 450kW/37",2,2889
"AN Bonus 600",2,2554
"AN Bonus 600/120 kW",2,1577
"AN Bonus 600/44 MK IV",2,2889
"AN Bonus 600kW",2,NULL
"AN Bonus 62/62/1300/68.00",2,2889
"AN Bonus 62/62/1300/68.00",2,1001671
"AN Windenergie 600 kW",2,1577
"AN-BOUNS 1,3MW/62",2,1646
"AN-Bonus 600 kW/44-2c",2,2889
"AN1,3MW/62 mit 68 m NH",2,2889
"AN600MK4",2,2889
"AN76 2,0",2,1001671
"Aircon 10S",2,2554
"An Bonus 450kW/37",2,2889
"Antaris 4,5",2,1582
"Antaris 5,5",2,1582
"Antaris 6,5 KW",2,1582
"Antaris 6,5 kw",2,1582
"Antaris 9,5",2,1582
"Antaris 9.5",2,1582
"B1500 cs",2,1597
"Black600",2,2554
"Bonus AN 1,3MW/68",2,1646
"Bonus AN 2,3 MW/82",2,1646
"Carlo Gavazzi",2,2554
"D4 /600",2,1584
"D4 600 kW",2,1584
"D4/48",2,1584
"D4/48/70",2,1584
"D48/600",2,1584
"D6 1250",2,1584
"D62",2,1584
"E - 115",2,1586
"E - 48",2,1586
"E 115 3.0",2,1586
"E 115 TES",2,1586
"E 126 EP 3",2,1586
"E 138 EP3",2,1586
"E 141",2,1586
"E 18",2,1586
"E 40-5.40",2,1586
"E 40/64NH",2,1586
"E 6.44",2,1586
"E 66 15.66 (wistec)",2,1586
"E 70 / E 4",2,1586
"E 70 2.300 kW",2,1586
"E 70 2000 kW",2,1586
"E 70-4",2,1586
"E 70/E 4",2,1586
"E-115  3,0 MW  TES",2,1586
"E-115 3,0 MW",2,1586
"E-115 3,0MW",2,1586
"E-115 3000 kW",2,1586
"E-115 EP3",2,1586
"E-115 FTQ",2,1586
"E-115/BF/147/31/02",2,1586
"E-126 EP 4",2,1586
"E-126-EP4",2,1586
"E-138 EP3 E1",2,1586
"E-138 EP3 TES",2,1586
"E-141 EP4 TES",2,1586
"E-147",2,1586
"E-147 EP 5 E2",2,1586
"E-160 EP5 E2",2,1586
"E-30/3.30-",2,1586
"E-40 / 6.44 E2",2,1586
"E-40 6.44 600 kW",2,1586
"E-40 E2 / 6.44",2,1586
"E-40/5.40",2,2884
"E-40/6.44 (6b)",2,1586
"E-40/600 KW",2,2884
"E-48-800",2,1586
"E-58 /10.58",2,1586
"E-66   18.70",2,1586
"E-66 1.5",2,1586
"E-66 20-70",2,1586
"E-66/18",2,1586
"E-66/18/70",2,1586
"E-66b",2,1586
"E-70 E-4",2,1586
"E-70 E4",2,2884
"E-70 E4 2,3 MW",2,1586
"E-70 E4 T 02",2,1586
"E-82",2,NULL
"E-82 2,3 MW",2,1586
"E-82 2.0 MW",2,1586
"E-82 E2 2.0MW",2,1586
"E-82 E2/2.3 MW",2,1586
"E-82-2",2,1586
"E-82-2,3",2,1586
"E-82/20.82",2,1586
"E-82/E2/BF/107/23/01",2,1586
"E-82E2 2.0 MW",2,1586
"E-92 TES",2,1586
"E126 EP3",2,1586
"E126 EP3 TES",2,1586
"E126 EP4",2,1586
"E138 EP3",2,1586
"E138 EP3 E2",2,1586
"E160 EP5 E2 TES",2,1586
"E2",2,1586
"E40 6.44 E1",2,1586
"E40-5/40",2,1586
"E40/ 6.44",2,1586
"E40/5.40E1",2,1586
"E40/540/E1",2,1586
"E40/6",2,1586
"E40/6.44 E2",2,1586
"E40/6.44/E2",2,1586
"E44/600",2,1586
"E48/8.48",2,1586
"E66/18.70-3",2,1586
"E66/18.70/85",2,1586
"E66/70",2,1586
"E70 / E4",2,1586
"E70 E 4",2,1586
"E70/2000",2,1586
"E82 2.3",2,1586
"E92-2.35-104",2,1586
"EAZ-Zwölf",2,1001678
"EMB 10 kW - Gondel UniWind 10",2,1656
"EN-Drive 2000.3",2,1634
"EN-Drive 2000.3 M",2,1634
"ENERCON E 141 EP4",2,1586
"ENERCON E 70",2,1586
"ENERCON E 82 E2",2,1586
"ENERCON E-66/20.70",2,1586
"ENERCON E-70 EP4",2,1586
"ENERCON E-82 E2 TES",2,1586
"ENERCON E-82E2 2,3MW",2,1586
"Easywind 6AC",2,1585
"EnVentus V150-5.6MW",2,1660
"Enercon  E101",2,1586
"Enercon - E 70",2,1586
"Enercon 18",2,1586
